"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SN32","SN33","SN52","SN53","SNOW","SNWD","SX32","SX33","SX52","SX53","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV20"
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-01","   40","   30","14.54"," 1550"," 0002","0.13",,"44","45","43","46","0.0","0.0","49","46","49","48",,"62","31","  464","  320",,,"  225",,"23.9",,,"44.7",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-02","   40","   60","5.37"," 1450"," 1455","0.00",,"41","41","40","44","0.0","0.0","44","44","43","47",,"48","22","  464","  210",,,"  225",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-03","   30","   20","8.05"," 1450"," 1358","0.00",,"40","41","40","44","0.0","0.0","44","42","43","46",,"58","31","  514","  230",,,"  225",,"14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-04","  100","  100","8.05"," 1551"," 1709","0.00",,"43","42","42","44","0.0","0.0","47","45","47","47",,"63","44","    0","  180",,,"  180",,"14.1",,,"20.8",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-05","  100","  100","4.70"," 1150"," 1207","0.05",,"48","46","47","46","0.0","0.0","49","46","49","48",,"61","47","    0","   10",,,"  360",,"8.9",,,"11.4","    1",,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-06","  100","  100","6.26"," 1550"," 1535","0.31",,"47","46","48","46","0.0","0.0","49","47","49","49",,"55","43","    0","  320",,,"  315",,"17.0",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-07","  100","  100","3.36"," 2250"," 2159","0.06",,"46","46","46","48","0.0","0.0","50","47","49","49",,"48","40","    0","  330",,,"  360",,"6.9",,,"10.3","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-08","   80","  100","7.61"," 1550"," 1619","0.50",,"44","45","45","47","0.0","0.0","47","47","48","49",,"45","34","    0","  320",,,"  315",,"16.1",,,"24.2","    1",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-09","   60","   80","7.61"," 2250"," 1955","0.00",,"44","43","43","46","0.0","0.0","47","45","48","50",,"51","33","  112","  210",,,"  180",,"13.0",,,"20.8","    1","    1",,,,,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-10","   20","   30","11.86"," 1150"," 1302","0.00",,"44","44","44","46","0.0","0.0","46","44","46","47",,"59","29","  490","  270",,,"  270",,"23.9",,,"36.7",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-11","   40","   50","9.62"," 1350"," 1514","0.00",,"41","44","41","45","0.0","0.0","45","44","45","47",,"64","27","  443","  210",,,"  225",,"16.1",,,"26.4",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-12","   30","   40","15.66"," 1050"," 1611","0.00",,"43","43","43","45","0.0","0.0","46","44","45","47",,"54","33","  362","  270",,,"  315",,"21.0",,,"34.4",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-13","   10","    0","10.29"," 1150"," 0145","0.00",,"40","41","39","44","0.0","0.0","43","44","43","47",,"45","24","  598","  270",,,"  315",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-14","   40","   50","6.49"," 1450"," 1529","0.00",,"38","41","38","42","0.0","0.0","43","41","42","45",,"54","22","  552","  190",,,"  225",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-15","   40","   30","10.29"," 1150"," 1346","0.00",,"41","42","41","43","0.0","0.0","46","43","45","45",,"64","38","  433","  220",,,"  225",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-16","   30","   60","5.82"," 1250"," 1247","0.00",,"43","45","44","45","0.0","0.0","48","45","47","47",,"70","36","  405","  340",,,"  360",,"12.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-17","   10","   20","6.93"," 1652"," 1457","0.00",,"45","47","45","46","0.0","0.0","50","48","49","50",,"73","44","  492","  230",,,"  225",,"13.0",,,"25.3",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-18","   50","   80","10.51"," 1554"," 1502","0.00",,"48","48","48","49","0.0","0.0","51","49","50","51",,"69","52","  182","  240",,,"  225",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-19","   70","   90","7.83"," 1050"," 1014","0.00",,"49","48","49","50","0.0","0.0","51","49","51","53",,"57","47","   35","   50",,,"   45",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-20","  100","  100","6.26"," 1924"," 1802","0.00",,"47","48","47","49","0.0","0.0","49","48","49","52",,"55","43","    0","  170",,,"  180",,"10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-21","   80","  100","12.30"," 1238"," 0627","0.90",,"47","48","47","50","0.0","0.0","54","51","53","53",,"67","50","   64","  250",,,"  225",,"19.9",,,"33.3","    1","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-22","   20","   40","7.61"," 1550"," 1507","0.00",,"48","47","47","51","0.0","0.0","52","51","52","53",,"60","34","  593","  230",,,"  225",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-23","   60","   70","5.14"," 2250"," 2144","0.00",,"46","49","46","50","0.0","0.0","50","51","50","53",,"64","31","  497","  170",,,"  180",,"12.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-24","  100","  100","6.04"," 2350"," 0012","0.05",,"49","47","49","50","0.0","0.0","52","49","50","53",,"53","48","    0","  290",,,"  180",,"10.1",,,"18.3","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-25","  100","   90","12.53"," 1650"," 1521","0.39",,"48","48","50","49","0.0","0.0","55","51","55","54",,"77","49","  112","  210",,,"  180",,"21.0",,,"34.4","    1","    1",,,,,,"    1",,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-26","   50","   60","12.75"," 0208"," 1306","0.41",,"47","47","47","51","0.0","0.0","55","52","54","54",,"57","30","  406","  310",,,"  315",,"23.9",,,"33.3","    1",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-27","    0","    0","6.04"," 1651"," 1220","0.00",,"44","46","44","49","0.0","0.0","49","49","48","52",,"57","27","  618","  200",,,"  225",,"13.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-28","   50","   60","7.61"," 2350"," 1548","0.00",,"44","47","43","48","0.0","0.0","49","47","48","51",,"64","34","  558","  180",,,"  180",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-29","   80","   90","10.07"," 1955"," 1948","0.27",,"48","49","47","50","0.0","0.0","52","50","52","53",,"74","43","  184","  250",,,"  270",,"25.1",,,"35.6",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-30","   60","   80","6.71"," 2350"," 0003","0.00",,"49","49","47","51","0.0","0.0","54","51","53","55",,"55","33","  474","  270",,,"  270",,"15.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-01-31","   20","    0","6.04"," 2350"," 1021","0.00",,"48","49","47","51","0.0","0.0","52","50","53","55",,"63","34","  624","  110",,,"  180",,"10.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-01","   40","   60","5.59"," 1850"," 1358","0.00",,"47","46","46","50","0.0","0.0","53","50","53","54",,"66","33","  361","  210",,,"  270",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-02","   80","  100","10.51"," 1650"," 1602","0.00",,"49","48","49","49","0.0","0.0","54","51","54","55",,"74","50","   21","  240",,,"  225",,"16.1",,,"26.4","    1","    1",,,,,,"    1",,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-03","   90","  100","5.82"," 2233"," 2345","0.01",,"53","51","52","54","0.0","0.0","57","53","57","56",,"73","53","   74","  340",,,"  360",,"14.1",,,"16.1","    1","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-04","   90","  100","10.51"," 2250"," 1951","0.02",,"55","53","54","56","0.0","0.0","57","54","57","57",,"73","49","   32","  340",,,"  315",,"17.9",,,"30.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-05","    0","    0","10.07"," 0053"," 0043","0.00",,"50","51","50","54","0.0","0.0","56","54","56","57",,"53","35","  633","  350",,,"  360",,"23.0",,,"34.4",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-06","   60","   60","7.83"," 0950"," 1025","0.00",,"47","48","47","51","0.0","0.0","51","51","51","55",,"62","29","  452","  210",,,"  225",,"12.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-07","   60","   60","9.40"," 1350"," 1406","0.10",,"49","49","48","47","0.0","0.0","54","52","53","54",,"67","46","  423","  280",,,"  270",,"17.9",,,"30.0","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-08","   40","   30","6.93"," 1350"," 1041","0.00",,"49","50","48","51","0.0","0.0","54","51","53","55",,"65","35","  524","  220",,,"  135",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-09","   70","   90","9.84"," 1350"," 1338","0.19",,"51","51","50","51","0.0","0.0","54","52","53","54",,"72","46","  214","  200",,,"  180",,"16.1",,,"27.5","    1",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-10","   90","  100","13.42"," 1150"," 1145","1.12",,"54","51","54","50","0.0","0.0","56","55","56","56",,"68","45","   26","  250",,,"  270",,"32.0",,,"38.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-11","   40","   30","6.26"," 0950"," 0917","0.00",,"51","53","50","55","0.0","0.0","56","55","56","57",,"57","35","  480","  120",,,"   45",,"10.1",,,"18.3","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-12","   10","    0","8.95"," 0550"," 0557","0.00",,"50","50","50","53","0.0","0.0","57","53","56","57",,"55","36","  638","  290",,,"  315",,"21.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-13","   40","   50","10.96"," 1552"," 1547","0.00",,"48","49","48","51","0.0","0.0","54","52","54","57",,"69","36","  606","  210",,,"  225",,"17.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-14","   70","   80","10.29"," 1150"," 1521","0.00",,"51","51","50","53","0.0","0.0","57","53","56","55",,"74","51","  580","  220",,,"  180",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-15","   80","   80","11.86"," 1650"," 1610","0.00",,"54","54","53","54","0.0","0.0","57","55","57","58",,"78","56","  223","  200",,,"  180",,"16.1",,,"27.5",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-16","  100","  100","11.86"," 1810"," 0922","1.22",,"57","55","57","58","0.0","0.0","59","57","58","59",,"69","62","    0","  120",,,"  180",,"17.9",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-17","   50","   40","12.53"," 1550"," 1543","0.00",,"55","55","55","58","0.0","0.0","60","57","59","59",,"63","43","  643","  300",,,"  360",,"17.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-18","  100","  100","7.61"," 1250"," 0002","0.18",,"51","52","50","54","0.0","0.0","56","56","55","59",,"51","34","   43","   60",,,"   90",,"12.1",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-19","   90","   90","7.83"," 2251"," 2342","0.44",,"50","51","50","53","0.0","0.0","53","53","52","56",,"61","41","  182","  340",,,"  315",,"13.0",,,"16.1","    1",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-20","   40","   30","9.17"," 1150"," 1510","0.00",,"49","50","49","53","0.0","0.0","52","51","52","55",,"54","34","  531","   20",,,"   90",,"14.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-21","   20","   10","6.71"," 0850"," 1129","0.00",,"46","50","45","50","0.0","0.0","51","51","50","54",,"59","27","  648","  100",,,"  225",,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-22","   90","  100","12.08"," 1150"," 1824","0.31",,"49","49","49","53","0.0","0.0","55","52","54","55",,"69","44","    4","  150",,,"  225",,"17.9",,,"40.3","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-23","  100","  100","12.53"," 1652"," 2159","0.23",,"55","52","54","55","0.0","0.0","55","54","55","56",,"65","51","    0","  210",,,"  225",,"16.1",,,"34.4","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-24","   50","   50","16.11"," 1750"," 2112","0.00",,"49","50","49","52","0.0","0.0","55","54","55","56",,"54","34","  393","  290",,,"  315",,"25.1",,,"46.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-25","    0","    0","15.21"," 1051"," 0954","0.00",,"45","46","45","49","0.0","0.0","49","50","50","53",,"36","23","  675","  310",,,"  315",,"23.0",,,"31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-26","    0","    0","7.16"," 0250"," 1131","0.00",,"41","44","40","47","0.0","0.0","46","46","45","49",,"38","17","  677","   10",,,"  135",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-27","   50","   50","8.72"," 1550"," 1308","0.00",,"42","46","42","45","0.0","0.0","48","46","48","56",,"59","25","  563","  180",,,"  225",,"13.0",,,"20.8",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-02-28","  100","  100","5.82"," 1450"," 1546","0.00",,"46","47","46","50","0.0","0.0","48","47","49","56",,"59","41","    0","  360",,,"  315",,"12.1",,,"20.8",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-01","   80","   70","8.28"," 0951"," 0812","0.00",,"46","47","45","49","0.0","0.0","52","49","52","56",,"55","40","  503","   30",,,"   45",,"14.1",,,"20.8",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-02","  100","  100","6.04"," 2335"," 2359","0.07",,"46","47","45","49","0.0","0.0","52","50","52","56",,"56","41","    0","  130",,,"  135",,"10.1",,,"12.8","    1",,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-03","   90","  100","6.93"," 1354"," 1414","0.61",,"50","50","50","50","0.0","0.0","52","51","51","53",,"56","42","   45","  340",,,"  360",,"15.0",,,"20.8","    1",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-04","    0","    0","8.05"," 0750"," 0840","0.00",,"48","50","48","48","0.0","0.0","54","50","53","54",,"54","37","  692","   20",,,"   45",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-05","   40","   90","5.59"," 2350"," 1419","0.00",,"47","49","46","50","0.0","0.0","53","51","53","53",,"63","30","  405","  120",,,"   45",,"10.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-06","   20","   20","5.14"," 2251"," 2124","0.00",,"48","49","48","52","0.0","0.0","57","53","57","55",,"72","36","  696","   60",,,"   90",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-07","   90","   80","11.63"," 1050"," 0852","0.00",,"48","50","48","50","0.0","0.0","56","53","55","58",,"50","32","  471","   30",,,"   45",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-08","   90","  100","6.04"," 0850"," 0808","0.02",,"46","48","46","50","0.0","0.0","50","50","50","55",,"48","27","   52","   90",,,"   90",,"10.1",,,"16.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-09","   80","   80","9.84"," 1818"," 1635","0.08",,"48","49","48","50","0.0","0.0","51","50","52","54",,"62","40","  176","  220",,,"  225",,"16.1",,,"23.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-10","   10","   20","6.26"," 1050"," 1352","0.00",,"49","50","50","52","0.0","0.0","58","54","58","56",,"77","42","  700","  300",,,"  315",,"12.1",,,"17.2","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-11","   40","   40","8.28"," 0952"," 1337","0.00",,"54","53","54","56","0.0","0.0","61","57","61","60",,"84","54","  588","  210",,,"  270",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-12","   70","   70","8.50"," 1552"," 1556","0.00",,"58","56","58","58","0.0","0.0","64","59","64","62",,"90","60","  580","  240",,,"  225",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-13","   80","   80","5.59"," 2350"," 1348","0.00",,"60","58","59","62","0.0","0.0","65","60","66","64",,"88","58","  487","  210",,,"  225",,"8.9",,,"12.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-14","   80","   80","8.50"," 1454"," 1704","0.00",,"61","61","61","63","0.0","0.0","66","62","66","65",,"86","61","  466","  220",,,"  180",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-15","   80","   90","9.84"," 2151"," 2151","0.00",,"61","61","61","62","0.0","0.0","66","63","65","65",,"82","60","  258","  180",,,"  180",,"15.0",,,"23.0","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-16","  100","   90","12.75"," 2351"," 1555","0.00",,"64","63","66","63","0.0","0.0","66","64","67","66",,"84","68","  171","  170",,,"  180",,"17.0",,,"28.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-17","  100","  100","13.20"," 1250"," 1211","0.74",,"65","63","62","65","0.0","0.0","67","64","68","66",,"80","52","    4","  180",,,"  180",,"17.9",,,"38.0","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-18","   50","   40","7.38"," 1550"," 1423","0.01",,"61","62","59","64","0.0","0.0","67","64","66","66",,"67","47","  679","  270",,,"  270",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-19","   80","   90","6.93"," 2350"," 2359","0.00",,"59","60","59","61","0.0","0.0","65","62","66","65",,"71","40","  243","  330",,,"  315",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-20","   70","   90","15.43"," 1450"," 1005","0.04",,"53","55","53","57","0.0","0.0","62","60","66","65",,"55","34","  151","  350",,,"  315",,"23.0",,,"32.2","    1",,,"    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-21","    0","    0","5.37"," 2352"," 1523","0.00",,"50","54","50","55","0.0","0.0","57","55","58","58",,"62","26","  730","  290",,,"  315",,"8.9",,,"12.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-22","   30","   30","9.40"," 1350"," 1618","0.00",,"53","54","53","56","0.0","0.0","58","56","57","58",,"69","37","  674","  190",,,"  225",,"17.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-23","   20","   10","9.62"," 1050"," 1037","0.00",,"55","55","57","57","0.0","0.0","60","57","60","60",,"77","48","  711","  290",,,"  270",,"23.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-24","   60","   60","10.07"," 1750"," 1717","0.00",,"56","57","54","57","0.0","0.0","61","58","60","60",,"66","44","  440","   10",,,"  360",,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-25","  100","  100","7.16"," 1310"," 2134","0.00",,"55","55","55","58","0.0","0.0","61","57","61","60",,"49","40","    0","  360",,,"   45",,"10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-26","   90","   90","6.93"," 0950"," 1458","0.00",,"55","55","54","57","0.0","0.0","58","56","58","58",,"62","44","  202","   30",,,"  315",,"12.1",,,"17.2","    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-27","   30","   10","9.17"," 0750"," 0852","0.00",,"54","55","53","57","0.0","0.0","59","56","58","60",,"60","39","  688","   40",,,"   45",,"14.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-28","   80","   90","8.28"," 0052"," 0125","0.00",,"53","55","53","57","0.0","0.0","58","56","58","60",,"61","34","  675","  120",,,"  135",,"14.1",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-29","  100","  100","12.08"," 1453"," 1209","2.65",,"51","51","53","54","0.0","0.0","57","56","57","60",,"52","44","    0","   60",,,"   90",,"17.0",,,"31.1","    1",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-30","  100","  100","6.93"," 0751"," 0944","0.00",,"50","50","52","53","0.0","0.0","54","53","55","56",,"55","43","    0","   10",,,"  360",,"14.1",,,"18.3","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,,,
"USW00013722","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","1990-03-31","  100","  100","4.47"," 0350"," 0256","0.80",,"52","53","53","54","0.0","0.0","55","54","56","56",,"60","48","    0","  350",,,"  360",,"12.1",,,"17.2","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,,
